Gene Name,TPM
A1BG,0.077162
A1BG-AS1,0.0
A1CF,0.009397
A2M,0.6779980000000001
A2M-AS1,0.015473
A2ML1,0.0
A2MP1,0.0314
A3GALT2,0.042414
A4GALT,0.0
A4GNT,0.0
AA06,0.000717
AAAS,0.057781000000000006
AACS,0.0
AACSP1,0.002226
AADAC,0.013819
AADACL2,0.001723
AADACL2-AS1,0.001484
AADACL3,0.00822
AADACL4,0.0
AADACP1,0.043038
AADAT,0.0
AAGAB,0.619543
AAK1,0.010091
AAMDC,0.002927
AAMP,0.189637
AANAT,0.008688
AAR2,0.066095
AARD,0.006269
AARS1,0.094788
AARS1P1,0.0
AARS2,0.0
AARSD1,0.0
AARSD1P1,0.0
AASDH,0.076173
AASDHPPT,0.064125
AASS,0.110544
AATBC,0.013083
AATF,0.064813
AATK,0.007433
ABALON,0.0
ABAT,0.081545
ABCA1,0.00703
ABCA10,0.000382
ABCA11P,0.0
ABCA12,0.008157
ABCA13,0.049192
ABCA17P,0.005591
ABCA2,0.0
ABCA3,0.002571
ABCA3P1,0.0
ABCA4,0.019343
ABCA5,0.002417
ABCA6,0.006427
ABCA7,0.033608
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.0
ABCB1,0.008762
ABCB10,0.670015
ABCB10P1,0.000226
ABCB10P3,0.000362
ABCB10P4,0.000362
ABCB11,0.004023
ABCB4,0.0
ABCB5,0.002064
ABCB6,0.020041999999999997
ABCB7,0.02494
ABCB8,0.0
ABCB9,0.0
ABCC1,0.0
ABCC10,0.016611
ABCC11,0.0
ABCC12,0.011383
ABCC13,0.129629
ABCC2,0.001085
ABCC3,0.050882
ABCC4,1.069601
ABCC5,0.049799
ABCC5-AS1,0.014344
ABCC6,0.0
ABCC6P1,0.018615
ABCC6P2,0.0
ABCC8,0.01338
ABCC9,0.0
ABCD1,0.013981
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.0
ABCD2,0.021104
ABCD3,0.092892
ABCD4,0.0
ABCE1,0.268533
ABCF1,0.007262
ABCF2,0.031617
ABCF2-H2BK1,0.023331
ABCF2P1,0.0
ABCF2P2,0.0
ABCF3,0.0
ABCG1,0.18986
ABCG2,0.252721
ABCG4,0.0
ABCG5,0.0
ABCG8,0.003183
ABHD1,0.0
ABHD10,0.072691
ABHD11,0.338742
ABHD11-AS1,0.0
ABHD12,0.0
ABHD12B,0.0
ABHD13,0.016769
ABHD14A,0.0
ABHD14A-ACY1,0.0
ABHD14B,0.146109
ABHD15,0.233274
ABHD16A,0.002835
ABHD16B,0.0
ABHD17A,0.669541
ABHD17AP1,0.0
ABHD17AP3,0.0
ABHD17AP4,0.0
ABHD17AP5,0.0
ABHD17AP6,0.011389
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.267839
ABHD17C,0.002992
ABHD18,0.019571
ABHD2,0.319254
ABHD3,0.306048
ABHD4,0.058887
ABHD5,0.251574
ABHD6,0.0
ABHD8,0.011978
ABI1,1.465831
ABI1P1,0.000804
ABI2,0.312921
ABI3,1.987202
ABI3BP,0.003006
ABITRAM,0.454477
ABITRAMP1,0.0
ABL1,0.003778
ABL2,0.071787
ABLIM1,0.65016
ABLIM2,0.03624
ABLIM3,1.108473
ABO,0.014842
ABR,0.100446
ABRA,0.004139
ABRACL,3.182655
ABRAXAS1,0.140083
ABRAXAS2,0.7307
ABT1,0.011704
ABT1P1,0.0
ABTB1,2.25178
ABTB2,0.0
ACAA1,0.690678
ACAA2,0.03123
ACAA2P1,0.0
ACACA,0.011474
ACACB,0.066469
ACAD10,0.000859
ACAD11,0.0
ACAD8,0.241326
ACAD9,0.305251
ACADL,0.0
ACADM,0.006527
ACADS,0.008978
ACADSB,0.024387
ACADVL,0.03944
ACAN,0.0
ACAP1,0.0
ACAP2,1.023847
ACAP3,0.0
ACAT1,0.010866
ACAT2,0.031926
ACBD3,0.069866
ACBD3-AS1,0.001548
ACBD4,0.0
ACBD5,0.327772
ACBD6,0.140945
ACBD7,0.0
ACBD7-DCLRE1CP1,0.006158
ACCS,0.0
ACCSL,0.0
ACD,0.0
ACE,0.0
ACE2,0.006438
ACE3P,0.001399
ACER1,0.0
ACER2,0.093468
ACER2P1,0.0
ACER3,0.327146
ACHE,0.026995
ACIN1,0.569923
ACKR1,0.329874
ACKR2,0.007447
ACKR3,0.0
ACKR4,0.0
ACKR4P1,0.000848
ACLY,0.609002
ACMSD,0.0
ACNATP,0.0
ACO1,0.009149
ACO2,0.011637
ACOD1,0.0
ACOT1,0.0
ACOT11,0.007076
ACOT12,0.005824
ACOT13,0.008704
ACOT2,0.064147
ACOT4,0.006356
ACOT6,0.0
ACOT7,0.681946
ACOT8,0.0
ACOT9,0.008514
ACOX1,0.302389
ACOX2,0.0
ACOX3,0.0
ACOXL,0.0
ACOXL-AS1,0.0
ACP1,2.534734
ACP2,0.208403
ACP3,0.049858
ACP4,0.055627
ACP5,0.222397
ACP6,0.0
ACP7,0.0
ACR,0.006243
ACRBP,0.723743
ACRP1,0.0
ACRV1,0.0
ACSBG1,0.039155
ACSBG2,0.009679
ACSF2,0.393033
ACSF3,0.081864
ACSL1,0.86826
ACSL3,0.003346
ACSL4,1.079107
ACSL5,0.049678
ACSL6,0.269
ACSM1,0.04476
ACSM2A,0.0
ACSM2B,0.033938
ACSM3,0.034641
ACSM4,0.000438
ACSM5,0.013484
ACSM5P1,0.0
ACSM6,0.0
ACSS1,0.048814
ACSS2,0.272388
ACSS3,0.0
ACTA1,0.0
ACTA2,0.004354
ACTA2-AS1,0.0
ACTB,109.032918
ACTBL2,0.015944
ACTBP1,0.0
ACTBP10,0.006337
ACTBP11,0.00201
ACTBP12,0.0
ACTBP14,0.0
ACTBP15,0.0
ACTBP2,0.051441
ACTBP3,0.0
ACTBP4,0.0
ACTBP6,0.0
ACTBP7,0.002013
ACTBP8,0.0
ACTBP9,0.02486
ACTC1,0.0
ACTE1P,0.030097
ACTG1,10.184299999999999
ACTG1P1,0.0
ACTG1P10,0.0
ACTG1P11,0.004007
ACTG1P12,0.0
ACTG1P13,0.0
ACTG1P14,0.0
ACTG1P15,0.0
ACTG1P16,0.135061
ACTG1P17,0.0
ACTG1P18,0.0
ACTG1P19,0.003095
ACTG1P2,0.018196
ACTG1P20,0.0
ACTG1P21,0.0
ACTG1P22,0.0
ACTG1P23,0.0
ACTG1P24,0.014949
ACTG1P25,0.004204
ACTG1P3,0.0
ACTG1P4,0.0
ACTG1P9,0.0
ACTG2,0.000603
ACTL10,0.0
ACTL11P,0.0
ACTL6A,0.0146
ACTL6B,0.003054
ACTL7A,0.0
ACTL7B,0.0
ACTL8,0.0
ACTL9,0.0
ACTN1,1.117947
ACTN1-DT,0.078639
ACTN2,0.002969
ACTN3,0.001541
ACTN4,0.0
ACTN4P1,0.0
ACTP1,0.0
ACTR10,0.720752
ACTR1A,0.221173
ACTR1AP1,0.0
ACTR1B,0.0
ACTR2,2.646436
ACTR3,3.25033
ACTR3-AS1,0.000511
ACTR3B,0.006492
ACTR3BP1,0.0
ACTR3BP2,0.0
ACTR3BP3,0.0
ACTR3BP4,0.0
ACTR3BP5,0.0
ACTR3BP6,0.0
ACTR3BP7,0.0
ACTR3C,0.0
ACTR3P1,0.0
ACTR3P2,0.168145
ACTR3P3,0.0
ACTR5,0.064098
ACTR6,0.014585
ACTR6P1,0.0
ACTR8,0.062109
ACTRT1,0.0
ACTRT1P1,0.0
ACTRT2,0.0
ACTRT3,0.0
ACVR1,0.038551
ACVR1B,0.035171
ACVR1C,0.009945
ACVR2A,0.415217
ACVR2B,0.150533
ACVR2B-AS1,0.0
ACVRL1,0.0
ACY1,0.015653
ACY3,0.0
ACYP1,0.001911
ACYP2,0.009295000000000001
ADA,0.035799
ADA2,0.2634
ADAD1,0.0
ADAD1P1,0.0
ADAD1P2,0.0
ADAD2,0.010782
ADAL,0.177335
ADAM10,0.11022000000000001
ADAM11,0.004389
ADAM12,0.0
ADAM15,0.102494
ADAM17,0.080703
ADAM18,0.002859
ADAM19,0.122267
ADAM1A,0.020598
ADAM1B,0.0
ADAM2,0.0
ADAM20,0.0
ADAM20P1,0.000136
ADAM20P2,0.0
ADAM20P3,0.0
ADAM21,0.0
ADAM21P1,0.0
ADAM22,0.04212
ADAM23,0.014066
ADAM24P,0.0
ADAM28,0.0
