Gene Name,TPM
A1BG,0.008487
A1BG-AS1,0.0
A1CF,0.007522
A2M,0.734601
A2M-AS1,0.010195
A2ML1,0.0
A2MP1,0.0
A3GALT2,0.003684
A4GALT,0.0
A4GNT,0.0
AA06,0.0
AAAS,0.0
AACS,0.0
AACSP1,0.0
AADAC,0.0
AADACL2,6e-05
AADACL2-AS1,0.004114
AADACL3,0.0
AADACL4,0.0
AADACP1,0.0
AADAT,0.0
AAGAB,0.193335
AAK1,0.015344
AAMDC,0.0
AAMP,0.165273
AANAT,4.3e-05
AAR2,0.027996
AARD,0.001598
AARS1,0.054604
AARS1P1,0.0
AARS2,0.04638
AARSD1,0.009444
AARSD1P1,0.0
AASDH,0.120453
AASDHPPT,0.007168
AASS,0.0
AATBC,0.0
AATF,0.1002
AATK,0.021136
ABALON,0.0
ABAT,0.075605
ABCA1,0.001237
ABCA10,0.000825
ABCA11P,0.020441
ABCA12,0.0
ABCA13,0.0
ABCA17P,0.000779
ABCA2,0.002621
ABCA3,0.000469
ABCA3P1,0.003748
ABCA4,0.0
ABCA5,0.016322
ABCA6,0.083498
ABCA7,0.0
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.002849
ABCB1,0.001339
ABCB10,0.377874
ABCB10P1,0.003962
ABCB10P3,0.006332
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.155742
ABCB5,0.002028
ABCB6,0.040153
ABCB7,0.035467
ABCB8,0.003046
ABCB9,0.0
ABCC1,0.0
ABCC10,0.001048
ABCC11,0.005129
ABCC12,5e-06
ABCC13,0.013679
ABCC2,0.0
ABCC3,0.01687
ABCC4,0.465832
ABCC5,0.003195
ABCC5-AS1,0.0
ABCC6,0.0
ABCC6P1,0.000148
ABCC6P2,0.0
ABCC8,0.002324
ABCC9,0.033146
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.0
ABCD2,0.024909
ABCD3,0.1576
ABCD4,0.190007
ABCE1,0.028353999999999997
ABCF1,0.008215
ABCF2,0.001872
ABCF2-H2BK1,0.001381
ABCF2P1,0.004442
ABCF2P2,0.0
ABCF3,0.163768
ABCG1,0.0
ABCG2,0.085193
ABCG4,0.0
ABCG5,0.0
ABCG8,0.008885
ABHD1,0.0
ABHD10,0.021049
ABHD11,0.0
ABHD11-AS1,0.0
ABHD12,0.19031
ABHD12B,0.0
ABHD13,0.063928
ABHD14A,0.0
ABHD14A-ACY1,0.0
ABHD14B,0.065381
ABHD15,0.005726
ABHD16A,0.001407
ABHD16B,0.0
ABHD17A,0.280007
ABHD17AP1,0.010137
ABHD17AP3,0.009767
ABHD17AP4,0.0
ABHD17AP5,0.0
ABHD17AP6,0.0
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.147568
ABHD17C,0.001162
ABHD18,0.00483
ABHD2,0.208296
ABHD3,0.016345
ABHD4,0.000292
ABHD5,0.639492
ABHD6,0.0
ABHD8,0.000591
ABI1,0.422128
ABI1P1,0.0
ABI2,0.093858
ABI3,0.346569
ABI3BP,0.0
ABITRAM,0.116306
ABITRAMP1,0.0
ABL1,0.003151
ABL2,0.035737
ABLIM1,0.179896
ABLIM2,0.0
ABLIM3,0.335598
ABO,0.00133
ABR,0.057995
ABRA,0.0
ABRACL,2.014776
ABRAXAS1,0.26876
ABRAXAS2,0.216208
ABT1,0.069406
ABT1P1,0.0
ABTB1,0.600013
ABTB2,0.000188
ACAA1,0.0
ACAA2,0.091774
ACAA2P1,0.0
ACACA,0.006742
ACACB,0.010743
