Gene Name,TPM
A1BG,0.007439
A1BG-AS1,0.0
A1CF,0.03666
A2M,0.701438
A2M-AS1,0.01201
A2ML1,0.0
A2MP1,0.0
A3GALT2,0.000112
A4GALT,0.0
A4GNT,0.0
AA06,0.000557
AAAS,0.002098
AACS,0.068864
AACSP1,0.001439
AADAC,0.0
AADACL2,0.00251
AADACL2-AS1,0.002076
AADACL3,0.002222
AADACL4,0.0
AADACP1,0.0
AADAT,0.00683
AAGAB,0.188748
AAK1,0.027316
AAMDC,0.0
AAMP,0.170994
AANAT,0.005216
AAR2,0.282148
AARD,0.000105
AARS1,0.305515
AARS1P1,0.0
AARS2,0.0
AARSD1,0.0
AARSD1P1,0.0
AASDH,0.0
AASDHPPT,0.075616
AASS,0.023024
AATBC,0.001026
AATF,0.200202
AATK,0.003315
ABALON,0.0
ABAT,0.0
ABCA1,0.000905
ABCA10,0.001813
ABCA11P,0.0
ABCA12,0.0
ABCA13,0.008923
ABCA17P,0.00488
ABCA2,0.016892
ABCA3,0.004137
ABCA3P1,0.0
ABCA4,0.0
ABCA5,0.012392
ABCA6,0.116833
ABCA7,0.045508
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.0
ABCB1,0.012279
ABCB10,1.38532
ABCB10P1,0.00153
ABCB10P3,0.0
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.022992
ABCB5,0.005079
ABCB6,0.028284
ABCB7,0.004198
ABCB8,0.0
ABCB9,0.0
ABCC1,0.0
ABCC10,0.063401
ABCC11,0.0
ABCC12,0.008063
ABCC13,0.011866
ABCC2,0.0
ABCC3,0.016318
ABCC4,0.381632
ABCC5,0.269485
ABCC5-AS1,0.001947
ABCC6,0.0
ABCC6P1,0.000246
ABCC6P2,0.0
ABCC8,0.000548
ABCC9,0.0
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.0
ABCD2,0.0
ABCD3,0.167843
ABCD4,0.002397
