Gene Name,TPM
A1BG,0.009627
A1BG-AS1,0.0295
A1CF,0.002238
A2M,0.152936
A2M-AS1,0.016302
A2ML1,0.0
A2MP1,0.000286
A3GALT2,0.003444
A4GALT,0.0
A4GNT,0.0
AA06,0.0
AAAS,0.00627
AACS,0.06945
AACSP1,1.2e-05
AADAC,0.0
AADACL2,0.000467
AADACL2-AS1,0.000136
AADACL3,0.0
AADACL4,0.0
AADACP1,0.002733
AADAT,0.0
AAGAB,0.284233
AAK1,0.03238
AAMDC,0.041012
AAMP,0.139878
AANAT,0.001329
AAR2,0.136848
AARD,0.0
AARS1,0.186279
AARS1P1,0.0
AARS2,0.020971
AARSD1,0.000739
AARSD1P1,0.0
AASDH,0.082403
AASDHPPT,0.068301
AASS,0.0
AATBC,0.010338
AATF,0.117395
AATK,0.069898
ABALON,0.0
ABAT,0.096787
ABCA1,0.002992
ABCA10,0.0024879999999999998
ABCA11P,0.002829
ABCA12,0.0
ABCA13,0.010832
ABCA17P,0.001047
ABCA2,0.024335
ABCA3,0.00756
ABCA3P1,0.000912
ABCA4,0.0
ABCA5,0.011901
ABCA6,0.00441
ABCA7,0.215569
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.0
ABCB1,0.001414
ABCB10,0.629847
ABCB10P1,0.003968
ABCB10P3,0.006342
ABCB10P4,0.012007
ABCB11,0.0
ABCB4,0.04533
ABCB5,0.000236
ABCB6,0.029077000000000002
ABCB7,0.132389
ABCB8,0.019533
ABCB9,0.0
ABCC1,0.054306
ABCC10,0.065817
ABCC11,0.0
ABCC12,0.000382
ABCC13,0.108755
ABCC2,0.003715
ABCC3,0.163897
ABCC4,1.116799
ABCC5,0.095041
ABCC5-AS1,0.0
ABCC6,0.0
ABCC6P1,8.3e-05
ABCC6P2,0.0
ABCC8,0.000167
ABCC9,0.0
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.0
ABCD2,0.089428
ABCD3,0.111499
ABCD4,0.039864
ABCE1,0.392772
ABCF1,0.004456
ABCF2,0.127148
ABCF2-H2BK1,0.002458
ABCF2P1,0.0
ABCF2P2,0.0
ABCF3,0.142055
ABCG1,0.015047
ABCG2,0.082628
ABCG4,0.0
ABCG5,0.0
ABCG8,6.3e-05
ABHD1,0.0
ABHD10,0.111248
ABHD11,0.035605
ABHD11-AS1,0.0
ABHD12,0.070686
ABHD12B,0.0
ABHD13,0.049008
ABHD14A,0.0
ABHD14A-ACY1,0.0
ABHD14B,0.532214
ABHD15,0.06626
ABHD16A,0.005866
ABHD16B,0.0
ABHD17A,0.413864
ABHD17AP1,0.059055
ABHD17AP3,0.0
ABHD17AP4,0.027815
ABHD17AP5,0.016856
ABHD17AP6,0.068292
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.31988700000000003
ABHD17C,0.00099
ABHD18,0.233066
ABHD2,0.331628
ABHD3,0.185916
ABHD4,0.111254
ABHD5,0.326029
ABHD6,0.088213
ABHD8,0.026765
ABI1,1.904436
ABI1P1,0.0
ABI2,0.182671
ABI3,0.674921
ABI3BP,0.0
ABITRAM,0.162859
ABITRAMP1,0.0
ABL1,0.008183
ABL2,0.044285
ABLIM1,0.854372
ABLIM2,0.0
ABLIM3,1.007707
ABO,0.061909
ABR,0.079798
ABRA,0.00218
ABRACL,2.570832
ABRAXAS1,0.22162
ABRAXAS2,0.314335
ABT1,0.055387
ABT1P1,0.0
ABTB1,2.123987
ABTB2,0.001889
ACAA1,0.554716
ACAA2,0.306938
ACAA2P1,0.0
ACACA,0.020477
ACACB,0.010374
ACAD10,0.004036
ACAD11,0.005467
ACAD8,0.127176
ACAD9,0.130589
ACADL,0.0
ACADM,0.230244
ACADS,0.049166
ACADSB,0.01873
ACADVL,0.800372
ACAN,0.0
ACAP1,0.0
ACAP2,0.821651
ACAP3,0.035917
ACAT1,0.092474
ACAT2,0.015892
ACBD3,0.38622799999999996
ACBD3-AS1,0.002164
ACBD4,0.022048
ACBD5,0.117238
ACBD6,0.803124
ACBD7,0.002232
ACBD7-DCLRE1CP1,0.0
ACCS,0.05431
ACCSL,0.0
ACD,0.061633
ACE,0.017675
ACE2,0.000121
ACE3P,0.0
ACER1,0.0
ACER2,0.250945
ACER2P1,0.020112
ACER3,0.08686
ACHE,0.135592
ACIN1,0.558078
ACKR1,0.20088
ACKR2,7.8e-05
ACKR3,0.0
ACKR4,0.0
ACKR4P1,0.0
ACLY,0.265597
ACMSD,0.0
ACNATP,0.0
ACO1,0.024287
ACO2,0.017582
ACOD1,0.0
ACOT1,0.066077
ACOT11,0.000512
ACOT12,0.0
ACOT13,0.055486
ACOT2,0.026684
ACOT4,0.005996
ACOT6,0.0
ACOT7,0.224297
ACOT8,0.036726
ACOT9,0.016924
ACOX1,0.247889
ACOX2,0.0
ACOX3,0.077239
ACOXL,0.0
ACOXL-AS1,0.0
ACP1,4.631652
ACP2,0.011034
ACP3,0.015564
ACP4,0.0
ACP5,0.105651
ACP6,0.0
ACP7,0.0
ACR,0.000249
ACRBP,1.233205
ACRP1,0.001388
ACRV1,0.0
ACSBG1,0.007551
ACSBG2,0.0
ACSF2,0.133729
ACSF3,0.029868
ACSL1,0.781569
ACSL3,0.009804
ACSL4,0.547879
ACSL5,0.02511
ACSL6,0.230897
ACSM1,0.0
ACSM2A,0.008719
ACSM2B,0.017518
ACSM3,0.1457
ACSM4,0.000106
ACSM5,0.000248
ACSM5P1,0.0
ACSM6,0.0
ACSS1,0.18851
ACSS2,0.056948
ACSS3,0.001965
ACTA1,0.000549
ACTA2,4.2e-05
ACTA2-AS1,0.038622
ACTB,123.84815099999999
ACTBL2,0.0
ACTBP1,0.0
ACTBP10,0.000503
ACTBP11,0.012441
ACTBP12,0.0
ACTBP14,0.001287
ACTBP15,0.006668
ACTBP2,0.119903
ACTBP3,0.0
ACTBP4,0.0
ACTBP6,0.0
ACTBP7,0.0
ACTBP8,0.0
ACTBP9,0.0
ACTC1,0.0
ACTE1P,0.000526
ACTG1,8.969496000000001
ACTG1P1,0.0
ACTG1P10,0.0
ACTG1P11,0.0
ACTG1P12,0.0
ACTG1P13,0.0
ACTG1P14,0.0
ACTG1P15,0.0
ACTG1P16,0.0
ACTG1P17,0.001714
ACTG1P18,0.0
ACTG1P19,0.004076
ACTG1P2,0.0
ACTG1P20,0.0
ACTG1P21,0.0
ACTG1P22,0.0
ACTG1P23,0.0
ACTG1P24,0.0
ACTG1P25,0.00239
ACTG1P3,0.0
ACTG1P4,0.000133
ACTG1P9,0.0
ACTG2,0.000565
ACTL10,0.059296
ACTL11P,0.0
ACTL6A,0.192656
ACTL6B,0.0
ACTL7A,0.0
ACTL7B,0.0
ACTL8,0.0
ACTL9,0.0
ACTN1,1.887775
ACTN1-DT,4e-05
ACTN2,0.0
ACTN3,8e-05
ACTN4,0.0
ACTN4P1,0.0
ACTP1,0.0
ACTR10,0.560925
ACTR1A,0.515172
ACTR1AP1,0.0
ACTR1B,0.0
ACTR2,5.994587999999999
ACTR3,2.320877
ACTR3-AS1,0.007122
ACTR3B,0.07959
ACTR3BP1,0.0
ACTR3BP2,0.0
ACTR3BP3,0.0
ACTR3BP4,0.0
ACTR3BP5,0.0
ACTR3BP6,0.0
ACTR3BP7,0.0
ACTR3C,0.016043
ACTR3P1,0.0
ACTR3P2,0.0
ACTR3P3,0.0
ACTR5,0.011142
ACTR6,0.228135
ACTR6P1,0.0
ACTR8,0.258768
ACTRT1,0.0
ACTRT1P1,0.0
ACTRT2,0.0
ACTRT3,0.0
ACVR1,0.233618
ACVR1B,0.03636
ACVR1C,0.002818
ACVR2A,0.418742
ACVR2B,0.170283
ACVR2B-AS1,0.0
ACVRL1,0.018641
ACY1,0.001921
ACY3,0.0
ACYP1,0.010612
ACYP2,0.132574
ADA,0.008993
ADA2,0.415183
ADAD1,0.0
ADAD1P1,0.0
ADAD1P2,0.0
ADAD2,0.0
ADAL,0.022661
ADAM10,0.10486400000000001
ADAM11,0.0
ADAM12,0.005903
ADAM15,0.005315
ADAM17,0.117484
ADAM18,0.000206
ADAM19,0.256135
ADAM1A,0.003106
ADAM1B,0.0
ADAM2,0.0
ADAM20,0.005619
ADAM20P1,0.000992
ADAM20P2,0.0
ADAM20P3,0.0
ADAM21,0.000307
ADAM21P1,0.0
ADAM22,0.0
ADAM23,0.018524
ADAM24P,0.0
ADAM28,0.18751700000000002
ADAM29,0.0
ADAM30,0.0
ADAM32,0.0
ADAM33,0.0
ADAM3A,0.0
ADAM3B,0.0
ADAM5,0.000295
ADAM6,0.0
ADAM7,0.000278
ADAM7-AS1,0.005248
ADAM7-AS2,0.0
ADAM8,0.591146
ADAM9,0.122939
ADAMDEC1,0.0
ADAMTS1,0.0
ADAMTS10,0.0
ADAMTS12,0.0
ADAMTS13,0.0
ADAMTS14,0.0
ADAMTS15,0.0
ADAMTS16,0.0
ADAMTS16-DT,0.0
ADAMTS17,0.003502
ADAMTS18,0.0
ADAMTS19,0.0
ADAMTS19-AS1,0.0
ADAMTS2,0.001817
ADAMTS20,0.0
ADAMTS3,0.0
ADAMTS4,0.005006
ADAMTS5,0.014523
ADAMTS6,0.109075
ADAMTS7,0.0
ADAMTS7P1,0.000109
ADAMTS7P3,0.0
ADAMTS7P4,0.001626
ADAMTS8,0.0
ADAMTS9,0.00258
ADAMTS9-AS1,0.0
ADAMTS9-AS2,0.000557
ADAMTSL1,0.0
ADAMTSL2,0.0
ADAMTSL3,0.0
ADAMTSL4,0.024324
ADAMTSL4-AS1,0.082105
ADAMTSL5,0.0
ADAP1,0.049151
ADAP2,0.052179
ADAR,1.056116
ADARB1,0.117183
ADARB2,0.002583
ADARB2-AS1,0.0
ADAT1,0.046071
ADAT2,0.045663
ADAT3,0.020441
ADCK1,0.028361
ADCK2,0.071091
ADCK5,0.0
ADCY1,0.0
ADCY10,0.0
ADCY10P1,0.001572
ADCY2,0.0
ADCY3,0.042888
ADCY4,0.005262
ADCY5,0.0
ADCY6,0.033477
ADCY6-DT,0.009044
ADCY7,0.178242
ADCY8,0.0
ADCY9,0.005852
ADCYAP1,0.0
ADCYAP1R1,0.008039
ADD1,1.713073
ADD2,0.160647
ADD3,3.020407
ADD3-AS1,0.000788
ADGB,0.00017
ADGB-DT,0.0
ADGRA1,0.0
ADGRA1-AS1,0.0
ADGRA2,0.011145
ADGRA3,0.008804
ADGRA3P1,0.0
ADGRB1,0.00756
ADGRB2,0.0
ADGRB3,0.000326
ADGRB3-DT,0.027525
ADGRD1,0.0
ADGRD1-AS1,0.0
ADGRD2,0.0
ADGRE1,0.460548
ADGRE2,0.18804
ADGRE3,0.173814
ADGRE4P,0.0027
ADGRE5,0.684048
ADGRF1,0.0
ADGRF2,0.000332
ADGRF3,0.016819
ADGRF4,0.000546
ADGRF5,0.015782
ADGRF5-AS1,0.0
ADGRF5P1,0.0
ADGRF5P2,0.0
ADGRG1,0.091619
ADGRG2,0.0
ADGRG3,0.414856
ADGRG4,0.0
ADGRG5,0.057094
ADGRG6,0.0
ADGRG7,0.0
ADGRL1,0.0
ADGRL1-AS1,0.009445
ADGRL2,0.005783
ADGRL3,0.004678
ADGRL3-AS1,0.000884
ADGRL4,0.003601
ADGRV1,0.0
ADH1A,0.001468
ADH1B,0.001183
ADH1C,0.0
ADH4,0.014157
ADH5,0.055683
ADH5P2,0.0
ADH5P3,0.0
ADH5P4,0.008192
ADH5P5,0.0
ADH6,0.0
ADH7,7.1e-05
ADHFE1,0.003703
ADI1,0.425062
ADI1P1,0.0
ADI1P2,0.0
ADI1P3,0.0
ADIG,0.0
ADIPOQ,0.0024
ADIPOQ-AS1,0.0
ADIPOR1,15.048081
ADIPOR1P1,0.0
ADIPOR1P2,0.012586
ADIPOR2,0.0
ADIRF,0.034254
ADIRF-AS1,0.005546
ADK,0.763913
ADM,0.216267
ADM2,0.0
ADM5,0.0
ADNP,0.589811
ADNP-AS1,0.000578
ADNP2,0.043389
ADO,0.219192
ADORA1,0.0
ADORA2A,0.019227
ADORA2A-AS1,0.00235
ADORA2B,0.026074
ADORA2BP1,0.0
ADORA3,0.039036
ADPGK,0.114476
ADPGK-AS1,0.0
ADPRH,0.061891
ADPRHL1,0.0
ADPRM,0.069566
ADPRS,0.056925
ADRA1A,0.0
ADRA1B,0.0
ADRA1D,0.000418
ADRA2A,0.00605
ADRA2B,0.0
ADRA2C,0.0
ADRB1,0.0
ADRB2,0.091139
ADRB3,0.0
ADRM1,1.01918
ADSL,0.248874
ADSS1,0.0
ADSS2,0.595625
ADTRP,0.078128
AEBP1,0.003182
AEBP2,0.191943
AEN,0.170521
AFAP1,0.113189
AFAP1-AS1,0.003779
AFAP1L1,0.026029
AFAP1L2,0.142284
AFDN,0.144041
AFDN-DT,0.0
AFF1,0.683402
AFF1-AS1,0.002422
AFF2,0.001445
AFF3,0.156546
AFF4,0.317522
AFG1L,0.027751
AFG3L1P,0.01121
AFG3L2,0.245826
AFG3L2P1,0.001088
AFM,0.0
AFMID,0.062383
AFP,0.0
AFTPH,0.845032
AFTPH-DT,0.0
AGA,0.057018
AGAP1,0.000294
AGAP1-IT1,0.0
AGAP10P,0.004978
AGAP11,0.002183
AGAP12P,0.000793
AGAP13P,0.00128
AGAP14P,0.00544
AGAP2,0.08950999999999999
AGAP2-AS1,0.0
AGAP3,0.014146
AGAP4,0.000333
AGAP5,0.005579
AGAP6,0.006649
AGAP7P,0.006299
AGAP9,0.004217
AGBL1,0.0
AGBL1-AS1,0.0021
AGBL2,0.000232
AGBL3,0.060046
AGBL4,0.0
AGBL4-AS1,0.001107
AGBL4-IT1,0.00062
AGBL5,0.105962
AGBL5-AS1,0.0
AGER,0.0
AGFG1,0.351391
AGFG2,0.041154
AGGF1,0.09199399999999999
AGGF1P1,0.002516
AGGF1P10,0.0
AGGF1P2,0.100455
AGGF1P3,0.0
AGGF1P4,0.0
AGGF1P5,0.0
AGGF1P6,0.0
AGGF1P7,0.0
AGGF1P8,0.0
AGGF1P9,0.0
AGK,0.017118
AGKP1,0.0
AGKP2,0.0
AGL,0.200886
AGMAT,0.0219
AGMO,0.0
AGO1,0.127818
AGO2,0.518317
AGO3,0.074691
AGO4,0.22493
AGPAT1,0.035868
AGPAT2,0.093602
AGPAT3,0.163305
AGPAT4,0.008441
AGPAT4-IT1,0.0
AGPAT5,0.065371
AGPAT5P1,0.0
AGPS,0.19168
AGR2,0.0
AGR3,0.0
AGRN,0.008165
AGRP,0.18658
AGT,0.000318
AGTPBP1,1.276949
AGTR1,7.4e-05
AGTR2,0.0
AGTRAP,0.140732
AGXT,0.0
AGXT2,0.0
AHCTF1,0.353542
AHCTF1P1,0.0574
AHCY,0.138925
AHCYL1,0.5255380000000001
AHCYL2,0.063336
AHCYP1,0.0
AHCYP2,0.0
AHCYP3,0.0
AHCYP4,0.0
AHCYP5,0.0
AHCYP6,0.0
AHCYP7,0.0
AHCYP8,0.0
AHDC1,0.025978
AHI1,0.046794999999999996
AHI1-DT,0.000697
AHNAK,1.409324
AHNAK2,0.0
AHR,0.048287
AHRR,0.000328
AHSA1,0.042307
AHSA2P,0.028536
AHSG,0.0
AHSP,12.702445
AICDA,0.0
AIDA,2.709022
AIDAP1,0.09161
AIDAP2,0.020409
AIDAP3,0.0
AIF1,0.0
AIF1L,0.157861
AIFM1,0.004817
AIFM1P1,0.0
AIFM2,0.002883
AIFM3,0.009855
AIG1,0.0235
AIG1P1,0.0
AIM2,0.605648
AIMP1,0.731441
AIMP1P1,0.0
AIMP1P2,0.0
AIMP2,0.104396
AIP,0.501776
AIPL1,0.000163
AIRE,0.0
AIRN,0.0
AJAP1,0.0
AJM1,0.006859
AJUBA,0.000438
AK1,0.35083499999999995
AK2,0.307964
AK2P1,0.043332
AK2P2,0.034108
AK3,0.529429
AK3P2,0.0
AK3P3,0.0
AK3P4,0.0
AK3P5,0.0
AK3P6,0.0
AK4,0.010093
AK4P1,0.003688
AK4P2,0.0
AK4P3,0.037261
AK4P4,0.0
AK4P5,0.0
AK4P6,0.0
AK5,0.053513
AK6,0.009208
AK7,0.0
AK8,0.0
AK9,0.076408
AKAIN1,0.0
AKAP1,0.014168
AKAP10,0.229952
AKAP11,0.367063
AKAP12,0.125718
AKAP13,0.231682
AKAP14,0.0
AKAP17A,0.008772
AKAP17A_1,0.008755
AKAP17BP,0.0
AKAP3,0.0007
AKAP4,0.000245
AKAP5,0.01732
AKAP6,0.009816
AKAP7,0.568496
AKAP8,0.059048
AKAP8L,0.202939
AKAP8P1,0.0
AKAP9,0.152969
AKIP1,0.077238
AKIRIN1,0.674686
AKIRIN1P1,0.0
AKIRIN1P2,0.0
AKIRIN2,1.6089250000000002
AKIRIN2P1,0.0
AKNA,0.848802
AKNAD1,0.000338
AKR1A1,0.446192
AKR1B1,0.177893
AKR1B10,0.0
AKR1B10P1,0.0
AKR1B10P2,0.0
AKR1B15,0.000651
AKR1B1P1,0.0
AKR1B1P2,0.0
AKR1B1P3,0.0
AKR1B1P4,0.0
AKR1B1P5,0.0
AKR1B1P6,0.0
AKR1B1P7,0.0
AKR1B1P8,0.0
AKR1C1,0.019881
AKR1C2,0.02166
AKR1C3,0.119073
AKR1C4,0.0
AKR1C6P,0.000206
AKR1C7P,0.002123
AKR1C8,0.0
AKR1D1,0.015013
AKR1D1P1,0.030109
AKR1E2,0.0
AKR7A2,0.25371
AKR7A2P1,0.0
AKR7A2P2,0.0
AKR7A3,0.0
AKR7L,0.0
AKT1,0.262754
AKT1S1,0.073011
AKT2,0.335317
AKT3,0.41836
AKT3-IT1,0.0
AKTIP,0.15617
ALAD,1.044166
ALAS1,0.325867
ALAS2,54.153174
ALB,0.204678
ALCAM,0.005038
ALDH16A1,0.230388
ALDH18A1,0.001148
ALDH1A1,0.012819
ALDH1A2,0.001644
ALDH1A2-AS1,0.0
ALDH1A3,0.002335
ALDH1A3-AS1,0.005455
ALDH1B1,0.030921
ALDH1L1,0.0
ALDH1L1-AS1,0.005297
ALDH1L1-AS2,0.0
ALDH1L2,0.012589
ALDH2,0.174292
ALDH3A1,0.0
ALDH3A2,0.244871
ALDH3B1,0.066045
ALDH3B2,0.0
ALDH4A1,0.013829
ALDH5A1,0.29734
ALDH6A1,0.010702
ALDH7A1,0.002946
ALDH7A1P1,0.006403
ALDH7A1P2,0.0
