Gene Name,TPM
A1BG,0.027075
A1BG-AS1,0.044636
A1CF,0.0
A2M,0.238443
A2M-AS1,0.022701
A2ML1,0.0
A2MP1,0.0112
A3GALT2,0.007273
A4GALT,0.0
A4GNT,0.0
AA06,0.0
AAAS,0.032992999999999995
AACS,0.050032
AACSP1,0.000671
AADAC,0.0
AADACL2,0.0
AADACL2-AS1,0.005755
AADACL3,0.0
AADACL4,0.0
AADACP1,6.1e-05
AADAT,0.0
AAGAB,0.27941900000000003
AAK1,0.0447
AAMDC,0.010798
AAMP,0.208853
AANAT,0.022131
AAR2,0.175398
AARD,0.001405
AARS1,0.264416
AARS1P1,0.0
AARS2,0.020433
AARSD1,0.003431
AARSD1P1,0.0
AASDH,0.113051
AASDHPPT,0.484861
AASS,0.0
AATBC,0.014324
AATF,0.313317
AATK,0.113792
ABALON,2.815677
ABAT,0.141889
ABCA1,0.007106
ABCA10,0.008495
ABCA11P,0.026083
ABCA12,0.0
ABCA13,0.0
ABCA17P,0.003492
ABCA2,0.0
ABCA3,0.015346
ABCA3P1,0.0
ABCA4,0.0
ABCA5,0.013779
ABCA6,0.006326
ABCA7,0.309694
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.00048
ABCB1,0.008808
ABCB10,1.022158
ABCB10P1,0.0
ABCB10P3,0.0
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.057002
ABCB5,0.001533
ABCB6,0.008897
ABCB7,0.231546
ABCB8,0.017025
ABCB9,0.0
ABCC1,0.127746
ABCC10,0.095926
ABCC11,0.0
ABCC12,0.000714
ABCC13,0.181933
ABCC2,0.0
ABCC3,0.130798
ABCC4,1.574666
ABCC5,0.065405
ABCC5-AS1,0.0
ABCC6,0.0
ABCC6P1,0.002024
ABCC6P2,0.0
ABCC8,0.005269
ABCC9,0.0
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.0
ABCD2,0.124552
ABCD3,0.106088
ABCD4,0.0
ABCE1,0.7069230000000001
ABCF1,0.218791
ABCF2,0.147707
ABCF2-H2BK1,0.003968
ABCF2P1,0.016839
ABCF2P2,0.0
ABCF3,0.164976
ABCG1,0.020955
ABCG2,0.117284
ABCG4,0.0
ABCG5,0.0
ABCG8,0.00046
ABHD1,0.0
ABHD10,0.168761
ABHD11,0.045861
ABHD11-AS1,0.0
ABHD12,0.09912
ABHD12B,0.0
ABHD13,0.070764
ABHD14A,0.004842
ABHD14A-ACY1,0.025536
ABHD14B,0.849735
ABHD15,0.16068000000000002
ABHD16A,0.132766
ABHD16B,0.0
ABHD17A,0.549334
ABHD17AP1,0.0
ABHD17AP3,0.0
ABHD17AP4,0.005064
ABHD17AP5,0.0
ABHD17AP6,0.060309
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.5056039999999999
ABHD17C,0.005692
ABHD18,0.272076
ABHD2,0.492211
ABHD3,0.259294
ABHD4,0.183842
ABHD5,0.415343
ABHD6,0.130388
ABHD8,0.041575
ABI1,2.578157
