Gene Name,TPM
A1BG,0.065363
A1BG-AS1,0.003264
A1CF,0.030581
A2M,0.765067
A2M-AS1,0.0
A2ML1,0.0
A2MP1,1.179249
A3GALT2,0.076483
A4GALT,0.015685
A4GNT,0.0
AA06,0.000782
AAAS,0.033668
AACS,0.0
AACSP1,0.093775
AADAC,0.0
AADACL2,0.0
AADACL2-AS1,0.059724
AADACL3,0.054359
AADACL4,0.0
AADACP1,0.0
AADAT,0.0
AAGAB,0.507656
AAK1,0.1876
AAMDC,0.0
AAMP,0.295633
AANAT,1.399481
AAR2,0.0
AARD,0.018929
AARS1,0.0
AARS1P1,0.0
AARS2,0.069236
AARSD1,0.001069
AARSD1P1,0.0
AASDH,0.305897
AASDHPPT,0.025252
AASS,0.0
AATBC,0.019598
AATF,0.361209
AATK,0.15837
ABALON,4.128594
ABAT,0.246223
ABCA1,0.114719
ABCA10,0.055783
ABCA11P,0.0
ABCA12,0.0
ABCA13,0.0
ABCA17P,0.027748
ABCA2,0.0
ABCA3,0.512381
ABCA3P1,0.0
ABCA4,0.0
ABCA5,0.07
ABCA6,0.099635
ABCA7,0.0
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.002398
ABCB1,0.110408
ABCB10,1.163043
ABCB10P1,0.0
ABCB10P3,0.0
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.0
ABCB5,0.070698
ABCB6,0.32839199999999996
ABCB7,0.025633
ABCB8,0.03949
ABCB9,0.0
ABCC1,0.0
ABCC10,0.0541
ABCC11,0.0
ABCC12,0.006905
ABCC13,0.172097
ABCC2,0.003296
ABCC3,0.230393
ABCC4,1.561106
ABCC5,0.0
ABCC5-AS1,0.005849
ABCC6,0.0
ABCC6P1,0.065926
ABCC6P2,0.0
ABCC8,0.022293
ABCC9,0.0
ABCD1,0.013184
ABCD1P1,1e-06
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.0
ABCD1P5,0.008387
ABCD2,0.092191
ABCD3,0.746363
ABCD4,0.0
ABCE1,1.193236
ABCF1,0.261278
ABCF2,0.176319
ABCF2-H2BK1,0.016709
ABCF2P1,0.0
ABCF2P2,0.0
ABCF3,0.0
ABCG1,0.192085
ABCG2,0.688629
ABCG4,0.0
ABCG5,0.0
ABCG8,0.025535
ABHD1,0.0
ABHD10,0.917335
ABHD11,0.081789
ABHD11-AS1,0.0
ABHD12,0.294817
ABHD12B,0.0
ABHD13,0.353758
ABHD14A,0.571762
ABHD14A-ACY1,0.053551
ABHD14B,0.659584
ABHD15,0.006105
ABHD16A,0.286821
ABHD16B,0.0
ABHD17A,0.0
ABHD17AP1,0.0
ABHD17AP3,0.0
ABHD17AP4,0.0
ABHD17AP5,0.0
ABHD17AP6,0.0
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.278021
ABHD17C,0.146675
ABHD18,0.053145
ABHD2,0.606974
ABHD3,0.282063
ABHD4,0.458579
ABHD5,1.251487
ABHD6,0.0
ABHD8,0.0
ABI1,2.428534
ABI1P1,0.0
ABI2,0.754385
ABI3,1.63672
ABI3BP,0.0
ABITRAM,0.365588
ABITRAMP1,0.0
ABL1,0.220271
ABL2,0.055074
ABLIM1,0.921775
ABLIM2,0.251096
ABLIM3,0.713396
ABO,0.002608
ABR,0.265938
ABRA,0.025073
ABRACL,4.815142
ABRAXAS1,0.39676100000000003
ABRAXAS2,1.100113
ABT1,0.0
ABT1P1,0.0
ABTB1,3.397819
ABTB2,0.219481
ACAA1,0.0
ACAA2,0.194048
ACAA2P1,0.0
ACACA,0.0
ACACB,0.0
ACAD10,0.066297
ACAD11,0.0
ACAD8,0.031604
ACAD9,0.598138
ACADL,0.0
ACADM,0.028015
ACADS,0.408405
ACADSB,0.063211
ACADVL,0.939593
ACAN,0.006504
ACAP1,0.358009
ACAP2,3.163941
ACAP3,0.002151
ACAT1,0.719173
ACAT2,0.220992
ACBD3,0.164525
ACBD3-AS1,0.043449
ACBD4,0.112616
ACBD5,0.795828
ACBD6,1.651254
ACBD7,0.042064
ACBD7-DCLRE1CP1,0.0
ACCS,0.0
ACCSL,0.0
ACD,0.0
ACE,0.0
ACE2,0.174541
ACE3P,0.046691
ACER1,0.0
ACER2,0.0
ACER2P1,0.0
ACER3,0.269673
ACHE,1.179451
ACIN1,0.391696
ACKR1,0.256452
ACKR2,0.058081
ACKR3,0.032394
ACKR4,0.00276
ACKR4P1,0.038916
ACLY,1.742717
ACMSD,0.174082
ACNATP,0.0
ACO1,0.014735
ACO2,0.051093
ACOD1,0.0
ACOT1,0.0
ACOT11,0.168637
ACOT12,0.0
ACOT13,0.081817
ACOT2,0.673669
ACOT4,0.01781
ACOT6,0.430418
ACOT7,0.409344
ACOT8,0.0
ACOT9,0.178227
ACOX1,0.301045
ACOX2,0.0
ACOX3,0.0
ACOXL,0.053335
