Gene Name,TPM
A1BG,0.774117
A1BG-AS1,0.121567
A1CF,0.045117
A2M,1.680732
A2M-AS1,0.0
A2ML1,0.0
A2MP1,0.0
A3GALT2,0.001076
A4GALT,0.0
A4GNT,0.0
AA06,0.015377
AAAS,0.005147
AACS,0.0
AACSP1,0.021228
AADAC,0.0
AADACL2,0.0
AADACL2-AS1,0.034022
AADACL3,0.000683
AADACL4,0.0
AADACP1,0.0
AADAT,0.0
AAGAB,0.547175
AAK1,0.053236
AAMDC,0.0
AAMP,0.074575
AANAT,0.048299
AAR2,0.88756
AARD,0.001523
AARS1,0.124766
AARS1P1,0.0
AARS2,0.01145
AARSD1,0.006421
AARSD1P1,0.0
AASDH,0.0
AASDHPPT,0.209274
AASS,0.0
AATBC,0.054111
AATF,1.680808
AATK,0.138948
ABALON,2.908138
ABAT,0.20047
ABCA1,0.007481
ABCA10,0.00537
ABCA11P,0.034778
ABCA12,0.0
ABCA13,0.011348
ABCA17P,0.02634
ABCA2,0.0
ABCA3,0.01976
ABCA3P1,0.0
ABCA4,0.0
ABCA5,0.060496
ABCA6,0.207527
ABCA7,0.226791
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.071838
ABCB1,0.058072
ABCB10,2.143603
ABCB10P1,0.0
ABCB10P3,0.0
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.037558
ABCB5,0.013988
ABCB6,0.254214
ABCB7,0.352733
ABCB8,0.005156
ABCB9,0.0
ABCC1,0.0
ABCC10,0.0
ABCC11,0.0
ABCC12,0.006913
ABCC13,0.072153
ABCC2,0.0
ABCC3,0.051631
ABCC4,1.403679
ABCC5,0.111438
ABCC5-AS1,0.00498
ABCC6,0.0
ABCC6P1,0.0
ABCC6P2,0.0
ABCC8,0.025133
ABCC9,0.0
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.001031
ABCD1P5,0.179463
ABCD2,0.243267
ABCD3,0.132646
ABCD4,0.0
ABCE1,2.385775
ABCF1,0.749486
ABCF2,0.025082
